Object Number,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Reign,Portfolio,Constiuent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Nationality,Artist Begin Date,Artist End Date,Object Begin Date,Object End Date,Medium,Credit Line,Geography Type,City,State,County,Country,Classification
36.90.952,TRUE,224053,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.953,TRUE,224054,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.954,TRUE,224055,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk and metal thread on cotton,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.955,TRUE,224056,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.956,TRUE,224057,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.957,TRUE,224058,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk and metal thread on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.958,TRUE,224059,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.959,TRUE,224060,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.960,TRUE,224061,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.961,TRUE,224062,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.962,TRUE,224063,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,Silk,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.963,TRUE,224064,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,Silk,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.964,TRUE,224065,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,Silk,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.966,TRUE,224067,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.967,TRUE,224068,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,Silk,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.968,TRUE,224069,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,"Silk 
","Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Velvets
36.90.969,TRUE,224070,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,"Silk 
","Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Velvets
36.90.979,TRUE,224071,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.980,TRUE,224072,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.982,TRUE,224074,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1700,1715,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.985,TRUE,224077,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1735,1740,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.986,TRUE,224078,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1735,1755,Silk,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Velvets
36.90.988,TRUE,224080,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.989,TRUE,224081,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.990,TRUE,224082,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.991,TRUE,224083,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.992,FALSE,224084,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1885,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.993,TRUE,224085,,European Sculpture and Decorative Arts,1936,Piece,Piece,"Italian, Venice",,,,,,,,,,,,1700,1715,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.996,TRUE,224088,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian or Spanish,,,,,,,,,,,,1500,1599,Silk,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.997,TRUE,224089,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1600,1699,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Velvets
36.90.998,TRUE,224090,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.999,TRUE,224091,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1700,1799,Silk on silk             ,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Embroidered
36.90.1000,FALSE,224092,,European Sculpture and Decorative Arts,1936,Piece,"Exposition of Rouen, June 1, 1884","French, Rouen",,,42215|42363|42231|42231,Designer|Manufacturer|Engraver|Maker,Designed by|Possibly manufactured by|Possibly made by,A. Bentz|Ernest Renault|Narcisse-Alexandre Buquet|Narcisse-Alexandre Buquet,French|1825–1894|1825–1894,,French,1850      |1825      |1825      ,1950      |1894      |1894      ,1884,1884,Cotton,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Printed
36.90.1001,TRUE,224093,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1730,1740,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.1003,TRUE,224095,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1500,1599,Silk and cotton,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.1004,TRUE,224096,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1500,1599,Silk and cotton,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.1005,TRUE,224097,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1500,1599,Silk and cotton,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.1006,TRUE,224098,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1500,1599,Silk and cotton,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.1007,TRUE,224099,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1500,1599,Silk and cotton,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
36.90.1008,TRUE,224100,,European Sculpture and Decorative Arts,1936,Border,Dress Border,French,,,,,,,,,,,,1800,1815,Silk and metal thread on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.1009,TRUE,224101,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.1010,TRUE,224102,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1800,1815,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.1011,TRUE,224103,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1012,TRUE,224104,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1013,TRUE,224105,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1014,FALSE,224106,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1015,FALSE,224107,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1019,TRUE,224111,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1785,1799,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.1020,TRUE,224112,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.1021,TRUE,224113,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.1022,TRUE,224114,,European Sculpture and Decorative Arts,1936,Sample,Sample,French,,,,,,,,,,,,1700,1799,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.1023,TRUE,224115,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.1024,TRUE,224116,,European Sculpture and Decorative Arts,1936,Pocket welt,Pocket welt from a waistcoat,French,,,,,,,,,,,,1700,1799,Silk on silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Embroidered
36.90.1025,TRUE,224117,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Velvets
36.90.1026,TRUE,224118,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Velvets
36.90.1027,TRUE,224119,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Velvets
36.90.1028,TRUE,224120,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Velvets
36.90.1029,TRUE,224121,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Velvets
36.90.1030,TRUE,224122,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Velvets
36.90.1031,FALSE,224123,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1032,FALSE,224124,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1033,FALSE,224125,,European Sculpture and Decorative Arts,1936,Border,Border,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1034,FALSE,224126,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1035,FALSE,224127,,European Sculpture and Decorative Arts,1936,Border,Border,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1036,FALSE,224128,,European Sculpture and Decorative Arts,1936,Border,Border,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1037,FALSE,224129,,European Sculpture and Decorative Arts,1936,Border,Border,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1038,FALSE,224130,,European Sculpture and Decorative Arts,1936,Border,Border,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1039,FALSE,224131,,European Sculpture and Decorative Arts,1936,Border,Border,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1041,FALSE,224133,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1042,FALSE,224134,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1043,FALSE,224135,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1044,FALSE,224136,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1045,FALSE,224137,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1046,FALSE,224138,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1047,FALSE,224139,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1885,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1048,FALSE,224140,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1049,FALSE,224141,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1050,FALSE,224142,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1885,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1051,FALSE,224143,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1052,FALSE,224144,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1053,FALSE,224145,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1054,FALSE,224146,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1055,FALSE,224147,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1056,FALSE,224148,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1057,FALSE,224149,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1058,FALSE,224150,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1059,FALSE,224151,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1060,FALSE,224152,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1061,FALSE,224153,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1885,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1063,FALSE,224155,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1064,FALSE,224156,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk and metal thread,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1065,FALSE,224157,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1066,FALSE,224158,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Woven
36.90.1068,FALSE,224160,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1069,FALSE,224161,,European Sculpture and Decorative Arts,1936,Piece,Piece,European,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,European,Textiles-Velvets
36.90.1139,TRUE,224231,,European Sculpture and Decorative Arts,1936,Piece,Piece,Italian,,,,,,,,,,,,1700,1799,Silk on cotton,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Embroidered
36.90.1148,TRUE,224240,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1785,1799,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1149,TRUE,224241,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1700,1799,Silk ,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1150,FALSE,224242,,European Sculpture and Decorative Arts,1936,Piece,Piece,French,,,,,,,,,,,,1800,1899,Silk,"Gift of The United Piece Dye Works, 1936",,,,,France,Textiles-Woven
36.90.1151,TRUE,224243,,European Sculpture and Decorative Arts,1936,Piece,Woven silk,Italian or Spanish,,,,,,,,,,,,1685,1699,Silk and cotton,"Gift of The United Piece Dye Works, 1936",,,,,Italy,Textiles-Woven
